Compañia,"Desc, compañia",Auxiliar,"Desc, auxiliar",Saldo inicial,Saldo final
282,FCP TC LATAM - COMPARTIMENTO G,411495999,OTROS,0,"-807946,21"
282,FCP TC LATAM - COMPARTIMENTO G,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,0,12565169123
282,FCP TC LATAM - COMPARTIMENTO G,511512010,GASTOS BANCARIOS,0,"199837,73"
282,FCP TC LATAM - COMPARTIMENTO G,511548010,"COMISION DE ADMINISTRACION R,F,",0,"67482035,66"
282,FCP TC LATAM - COMPARTIMENTO G,511595015,OTRAS COMISIONES,0,7293686
282,FCP TC LATAM - COMPARTIMENTO G,514005011,IMPOVENTAS,0,"1976425,53"
282,FCP TC LATAM - COMPARTIMENTO G,519095999,OTROS,0,0
282,FCP TC LATAM - COMPARTIMENTO G,810505205,EMISORES NACIONALES,136245377511,117110351677
284,FCP MALLPLAZA COMPARTIMENTO UNO,111505001,"(M1) SCOTIABANK Cta No,92097629","654630770,7","274718555,6"
284,FCP MALLPLAZA COMPARTIMENTO UNO,130115115,OTROS EMISORES NACIONALES,105171825831,105171825831
284,FCP MALLPLAZA COMPARTIMENTO UNO,136000300,INVERSIONES DERECHOS FIDUCIARIOS,1727108259374,2003820585473
284,FCP MALLPLAZA COMPARTIMENTO UNO,161620010,INTERESES,2568646073,2602028286
284,FCP MALLPLAZA COMPARTIMENTO UNO,161695045,CUENTA CORRIENTE,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,161695999,PROVEEDORES,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,163205010,ANTICIPOS A CONTRATOS Y PROVEEDORES,99805440000,99798240000
284,FCP MALLPLAZA COMPARTIMENTO UNO,250110010,COMISION CUSTODIA FIJA,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,161695009,"(MFA) BANCOLOMBIA Cau No,69000001720","2683,15","2681,31"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,161695015,GASTOS VARIOS DE ADMON,0,"4,09"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,161695045,CUENTA CORRIENTE,"0,25",0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,161695999,PROVEEDORES,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,192595030,COMISION ADMINISTRACION,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,250110010,COMISION CUSTODIA FIJA,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,250305011,RENDIMIENTOS FINANCIEROS CAPITALIZADOS,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,253105003,CUENTA CORRIENTE IBA,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,253105110,CUENTA COMPENSACION,0,"-294,57"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,411495999,OTROS,0,"-0,42"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,511548010,"COMISION DE ADMINISTRACION R,F,",0,"4601894,21"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,514005011,IMPOVENTAS,0,"1265418,4"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,519095045,OTROS GTOS OPERACIONALES,0,"1816,67"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,519095999,OTROS,0,"0,27"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,590505010,CANCELACION DE INGRESOS RF,0,"-9501452,43"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,590505015,CANCELACION DE INGRESOS RV,0,10506770861
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,829595998,OTRAS CUENTAS DE ORDEN ACREEDORAS PESOS,-3395241898,-3395241898
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,830505010,DEUDORAS POR CONTRA,-20062107722,-30451396019
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,840505998,ACREEDORAS POR CONTRA PESOS,3395241898,3395241898
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,136000300,INVERSIONES DERECHOS FIDUCIARIOS,131563922480,146639438080
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,161695015,GASTOS VARIOS DE ADMON,0,"16,36"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,161695999,PROVEEDORES,0,0
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,192595030,COMISION ADMINISTRACION,0,0
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,243505010,CREDITOS,-63205689636,-59491709166
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,250110010,COMISION CUSTODIA FIJA,0,0
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,250225010,GASTOS FINANCIEROS,0,0
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,250305011,RENDIMIENTOS FINANCIEROS CAPITALIZADOS,0,0
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,250305020,RTE FTE PROVEEDORES,0,0
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,253105003,CUENTA CORRIENTE IBA,0,0
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,253105110,CUENTA COMPENSACION,-1178609757,-1239700991
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,511512010,GASTOS BANCARIOS,0,"8193,28"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,511548010,"COMISION DE ADMINISTRACION R,F,",0,"13866053,75"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,514005011,IMPOVENTAS,0,"3472531,75"
284,FCP MALLPLAZA COMPARTIMENTO UNO,250225010,GASTOS FINANCIEROS,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,250295050,OTROS PROVEEDORES,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,250295050,OTROS PROVEEDORES,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,250295050,OTROS PROVEEDORES,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,250305020,RTE FTE PROVEEDORES,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,250305020,RTE FTE PROVEEDORES,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,250305020,RTE FTE PROVEEDORES,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,253105003,CUENTA CORRIENTE IBA,0,0
284,FCP MALLPLAZA COMPARTIMENTO UNO,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,-1645152554087,-1897897038706
284,FCP MALLPLAZA COMPARTIMENTO UNO,410395010,OTROS INTERESES,0,-5992617418
284,FCP MALLPLAZA COMPARTIMENTO UNO,411495001,"(M1) SCOTIABANK Cta No,92097629",0,"-3819924,44"
284,FCP MALLPLAZA COMPARTIMENTO UNO,411495005,"(M1) BANCOLOMBIA Cau No,03191346156",0,"-36633005,04"
284,FCP MALLPLAZA COMPARTIMENTO UNO,411495015,RENDIMIENTOS INVERSIONES EN FICS,0,-4902933143
284,FCP MALLPLAZA COMPARTIMENTO UNO,510310010,CREDITOS BANCOS,0,10543765713
284,FCP MALLPLAZA COMPARTIMENTO UNO,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,0,"28,96"
284,FCP MALLPLAZA COMPARTIMENTO UNO,511325010,COMISION CUSTODIA FIJA,0,"157963937,5"
284,FCP MALLPLAZA COMPARTIMENTO UNO,511512010,GASTOS BANCARIOS,0,"34723,23"
284,FCP MALLPLAZA COMPARTIMENTO UNO,511548010,"COMISION DE ADMINISTRACION R,F,",0,"319371539,8"
284,FCP MALLPLAZA COMPARTIMENTO UNO,513025010,ASESORIAS LEGALES Y/O JURIDICAS,0,270000000
284,FCP MALLPLAZA COMPARTIMENTO UNO,513095090,OTROS HONORARIOS,0,168178795
284,FCP MALLPLAZA COMPARTIMENTO UNO,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS,0,"343020664,9"
284,FCP MALLPLAZA COMPARTIMENTO UNO,810505115,OTROS EMISORES NACIONALES,105171825831,105171825831
284,FCP MALLPLAZA COMPARTIMENTO UNO,810505205,EMISORES NACIONALES,1727108259374,2003820585473
284,FCP MALLPLAZA COMPARTIMENTO UNO,840505998,ACREEDORAS POR CONTRA PESOS,33074067271,33074067271
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,250110015,COMISION DE ADMINISTRACION,"-1303707,64","-1380649,95"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,250295050,OTROS PROVEEDORES,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,250305020,RTE FTE PROVEEDORES,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,-20069477317,-30566746726
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,410805300,EMISORES NACIONALES,0,-10509288299
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,411495008,"(MFI) BANCOLOMBIA Cau No,03191346172",0,"-543478,76"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,411495009,"(MFA) BANCOLOMBIA Cau No,69000001720",0,"-610,51"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,0,"1,77"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,511325010,COMISION CUSTODIA FIJA,0,"2461096,76"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,511512010,GASTOS BANCARIOS,0,"2048,32"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,590505010,CANCELACION DE INGRESOS RF,0,-3186376416
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,810505205,EMISORES NACIONALES,131563922480,146639438080
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,830505010,DEUDORAS POR CONTRA,-131563922480,-146639438080
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,840505998,ACREEDORAS POR CONTRA PESOS,1356697841,1356697841
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,130205300,EMISORES  NACIONALES,"165580817,5","132323884,8"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,130210300,EMISORES EXTRANJEROS,3427210401,2963563246
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695005,"BANCOLOMBIA Cau No,03183435387","74068,32","464521,13"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695015,GASTOS VARIOS DE ADMON,"0,01",0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695999,PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695999,PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,192595025,COMISION ADMINISTRACION,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,192595030,AMORTIZACION COMISION DE ADMON,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250110015,COMISION DE ADMINISTRACION,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250295050,OTROS-PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250305011,RENDIMIENTOS FINANCIEROS CAPITALIZADOS,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250305020,RTE FTE PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250305020,RTE FTE PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,410805300,EMISORES NACIONALES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,411495005,"BANCOLOMBIA Cau No,03183435387",0,"-11718480,24"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,419595030,OTROS,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511595015,OTRAS COMISIONES,0,"564079,8"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,513015003,REVISORIA FISCAL,0,"593145,44"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,514005011,IMPOVENTAS,0,"606372,01"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,519095999,OTROS,0,"5521,55"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,590505010,CANCELACION DE INGRESOS RF,0,"-11343871,43"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,590505015,CANCELACION DE INGRESOS RV,0,"-791980029,3"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,810505210,EMISORES EXTRANJEROS,3427210401,2963563246
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,830505010,DEUDORAS POR CONTRA,-5483364924,-4901093960
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,130205300,EMISORES  NACIONALES,8692992918,6947003953
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,136000300,INVERSIONES DERECHOS FIDUCIARIOS,66697602497,62536539834
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,161695006,"BANCOLOMBIA Cta No,03183435808","244453,89","1009157,41"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,161695015,GASTOS VARIOS DE ADMON,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,161695999,PROVEEDORES,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,192595030,AMORTIZACION COMISION DE ADMON,0,0
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,513015003,REVISORIA FISCAL,0,4199001
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS,0,"31702,06"
285,FCP MALLPLAZA COMPARTIMENTO FARO INMOBILIARIO,810505205,EMISORES NACIONALES,20062107722,30451396019
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,111505006,"(MAC) BANCOLOMBIA Cta No,03191346199","5793008,82",234513928
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,161695006,"(MAC) BANCOLOMBIA Cau No,03191346199","275202,05","237807,75"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,250110015,COMISION DE ADMINISTRACION,"-4295324,38","-4617717,81"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,250295050,OTROS PROVEEDORES,0,0
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,-67181395973,-86138161957
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,410805300,EMISORES NACIONALES,0,-22151393804
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,411495006,"(MAC) BANCOLOMBIA Cau No,03191346199",0,"-2970801,98"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,510310010,CREDITOS BANCOS,0,3134054303
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,511325010,COMISION CUSTODIA FIJA,0,"7073861,74"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,513015003,REVISORIA FISCAL,0,4199001
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,513095090,OTROS HONORARIOS,0,7003620
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS,0,"27921057,38"
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,590505015,CANCELACION DE INGRESOS RV,0,22143142400
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,829595998,OTRAS CUENTAS DE ORDEN ACREEDORAS PESOS,-1356697841,-1356697841
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,111505005,"BANCOLOMBIA Cta, No,03183435387","304891109,7","819156102,8"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,111505160,"BCO REPUBLICA CTA NO,62250063",0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,130115115,OTROS EMISORES NACIONALES,"10490438,67","10490438,67"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,136000300,INVERSIONES DERECHOS FIDUCIARIOS,1880083267,1794716391
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695045,CUENTA CORRIENTE,428162471,"443790741,1"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695999,PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695999,PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695999,PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,192595015,COMISION DE GESTION,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250105010,HONORARIOS,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250110010,COMISION CUSTODIA FIJA,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250295050,OTROS-PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250295050,OTROS-PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250295050,OTROS-PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250295050,OTROS-PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250305020,RTE FTE PROVEEDORES,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,250305011,RENDIMIENTOS FINANCIEROS CAPITALIZADOS,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,250305020,RTE FTE PROVEEDORES,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,253105003,CUENTA CORRIENTE IBA,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,253105110,CUENTA COMPENSACION,-10799058809,-10343289664
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,411495999,OTROS,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,511548010,"COMISION DE ADMINISTRACION R,F,",0,"132883098,8"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,511595011,COMISION GESTOR PROFESIONAL,0,993480948
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,511595015,OTRAS COMISIONES,0,"8858873,42"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,514005011,IMPOVENTAS,0,"9519692,89"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,519095999,OTROS,0,"289882,46"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,590505010,CANCELACION DE INGRESOS RF,0,"-507616744,7"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,590505015,CANCELACION DE INGRESOS RV,0,-3556536960
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,829595998,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,-22144162043,-20280190223
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,830505010,DEUDORAS POR CONTRA,-75941343445,-70034291817
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,130115115,OTROS EMISORES NACIONALES,"20131298,71","20131298,71"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,130205300,EMISORES  NACIONALES,"317751906,9","253931387,5"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,130210300,EMISORES EXTRANJEROS,6576864740,5687119359
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,136000300,INVERSIONES DERECHOS FIDUCIARIOS,3608119010,3444298772
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,161695015,GASTOS VARIOS DE ADMON,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,161695045,CUENTA CORRIENTE,821649776,"833147618,7"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,161695999,PROVEEDORES,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,192595030,AMORTIZACION COMISION DE ADMON,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,250105010,HONORARIOS,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,250110010,COMISION CUSTODIA FIJA,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,250305011,RENDIMIENTOS FINANCIEROS CAPITALIZADOS,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,250305020,RTE FTE PROVEEDORES,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,253105003,CUENTA CORRIENTE IBA,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,253105110,CUENTA COMPENSACION,"-394976433,2",-374532260
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,410395010,OTROS RENDIMIENTOS FINANCIEROS,0,"-1303454,9"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,411495012,"BANCOLOMBIA Cta No, 03198020221",0,"-26928747,58"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,419595030,OTROS,0,0
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,0,1584038272
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,511512010,GASTOS BANCARIOS,0,"4584,59"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250305020,RTE FTE PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,250305020,RTE FTE PROVEEDORES,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,253105003,CUENTA CORRIENTE IBA,0,0
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,253105110,CUENTA COMPENSACION,"-205529288,9","-204512342,6"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,-6010963284,-5959992983
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,410395010,OTROS RENDIMIENTOS FINANCIEROS,0,"-679231,57"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,411495999,OTROS,0,"-0,2"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,0,731692700
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511325010,COMISION CUSTODIA FIJA,0,"1093000,16"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511512010,GASTOS BANCARIOS,0,"53751,13"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511548010,"COMISION DE ADMINISTRACION R,F,",0,8461197
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511595011,COMISION GESTOR PROFESIONAL,0,55903722
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,513095090,OTROS HONORARIOS,0,"3330658,2"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS,0,"1284472,72"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,514005015,IVA COMISION GESTOR PROFESIONAL,0,"10621707,18"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,519095050,GASTOS REEMBOLSABLES,0,"1511285,57"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,810505115,OTROS EMISORES NACIONALES,"10490438,67","10490438,67"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,810505205,EMISORES NACIONALES,2045664085,1927040276
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,829595998,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,-174399070,"-159719130,8"
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,840505999,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,174399070,"159719130,8"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,111505006,"BANCOLOMBIA Cta No,03183435808",1006234937,1130056038
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,130115115,OTROS EMISORES NACIONALES,"550748030,1","550748030,1"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,192595015,COMISION DE GESTION,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,192595025,COMISION ADMINISTRACION,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,250105010,HONORARIOS,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,250110010,COMISION CUSTODIA FIJA,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,250110015,COMISION DE ADMINISTRACION,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,250110025,OTRAS COMISIONES,-1849200739,"-586657765,6"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,250295050,OTROS PROVEEDORES,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,-64299563288,-60235409583
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,410395010,OTROS RENDIMIENTOS FINANCIEROS,0,"-35659657,52"
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,410805300,EMISORES NACIONALES,0,0
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,411495006,"BANCOLOMBIA Cta No,03183435808",0,"-20540258,86"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,511548010,"COMISION DE ADMINISTRACION R,F,",0,"16237154,16"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,511595011,COMISION GESTOR PROFESIONAL,0,"88076614,98"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,511595015,OTRAS COMISIONES,0,"1082476,78"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,514005011,IMPOVENTAS,0,"1163217,84"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,514005015,IVA COMISION GESTOR PROFESIONAL,0,"16734556,83"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,519095999,OTROS,0,"10595,92"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,590505010,CANCELACION DE INGRESOS RF,0,"-13130787,03"
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,810505210,EMISORES EXTRANJEROS,6576864740,5687119358
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,829595998,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,"-592071587,2","-542234309,7"
